prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index,match_role
5263,5264,Claude_Code,Copilot,danyx23,Copilot,1755000400.0,1755807550.0,1755001973.0,1755078161.0,merged,merged,True,76188.0,35030133,owid/owid-grapher,cross,0,cross
1761,1773,Claude_Code,Copilot,justin808,Copilot,1756960316.0,1758702121.0,1757463805.0,1757622732.0,closed_unmerged,merged,True,158927.0,41117523,shakacode/react_on_rails,cross,0,cross
43,44,Copilot,OpenAI_Codex,Copilot,zemaj,1757128685.0,1757132357.0,1757132150.0,1757132342.0,closed_unmerged,merged,True,192.0,1035299828,just-every/code,cross,0,cross
11128,11151,Copilot,Claude_Code,Copilot,delino[bot],1759065225.0,1761254334.0,1760876424.0,1760884267.0,closed_unmerged,merged,True,7843.0,115110181,swc-project/swc,cross,1,cross
1809,1864,Cursor,Copilot,imbhargav5,Copilot,1752500879.0,1758439317.0,1756184286.0,1756187493.0,closed_unmerged,merged,True,3207.0,156734327,imbhargav5/rooks,cross,0,cross
4921,4927,OpenAI_Codex,Copilot,caic99,Copilot,1756195587.0,1756265912.0,1756233054.0,1756802065.0,closed_unmerged,merged,True,32858.0,114006193,deepmodeling/deepmd-kit,cross,31,cross
87,107,OpenAI_Codex,Copilot,bhauman,Copilot,1755538163.0,1759632056.0,1759247861.0,1759249577.0,closed_unmerged,merged,True,1716.0,957163661,bhauman/clojure-mcp,cross,1,cross
567,568,Copilot,Cursor,Copilot,kentcdodds,1759252049.0,1759255827.0,1759252535.0,1759257492.0,closed_unmerged,merged,True,3292.0,320393623,kentcdodds/kentcdodds.com,cross,0,cross
21940,22307,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1752251106.0,1760107450.0,closed_unmerged,merged,True,5753671.0,391740664,open-metadata/OpenMetadata,cross,2,cross
5232,5546,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759202417.0,1759202449.0,closed_unmerged,closed_unmerged,True,32.0,633262635,onyx-dot-app/onyx,cross,3,cross
10729,10823,Claude_Code,Cursor,robobun,anthonyshew,1754267524.0,1759270457.0,1756853239.0,1756905901.0,merged,merged,True,52662.0,413918947,vercel/turborepo,cross,0,cross
1001,1227,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1754247128.0,1754253375.0,merged,merged,True,6247.0,159556794,go-vikunja/vikunja,cross,2,cross
434,445,Cursor,Copilot,swingerman,Copilot,1759089702.0,1760303722.0,1760297293.0,1760299534.0,merged,merged,True,2241.0,294037465,swingerman/ha-dual-smart-thermostat,cross,2,cross
1777,1778,Claude_Code,Copilot,delano,Copilot,1759607091.0,1759727633.0,1759607190.0,1759728457.0,merged,merged,True,120443.0,7913195,onetimesecret/onetimesecret,cross,0,cross
3933,3945,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758853017.0,1758935332.0,merged,merged,True,56242.0,32973467,codenameone/CodenameOne,cross,2,cross
2125,2131,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750209244.0,1751466464.0,1750318548.0,1751297094.0,closed_unmerged,closed_unmerged,True,978546.0,722184017,assistant-ui/assistant-ui,cross,5,cross
2213,2221,Devin,Copilot,devin-ai-integration[bot],Copilot,1754069670.0,1754838465.0,1754492461.0,1754494519.0,closed_unmerged,closed_unmerged,True,2058.0,392768635,faros-ai/airbyte-connectors,cross,1,cross
3582,3709,Copilot,OpenAI_Codex,Copilot,ReneWerner87,1752572617.0,1758713472.0,1756018382.0,1756018610.0,closed_unmerged,merged,True,228.0,234231371,gofiber/fiber,cross,35,cross
1849,2049,Devin,OpenAI_Codex,devin-ai-integration[bot],Kitenite,1747373583.0,1750887762.0,1749081259.0,1749088284.0,closed_unmerged,merged,True,7025.0,820087727,onlook-dev/onlook,cross,6,cross
8736,8779,Cursor,Copilot,abhiaiyer91,Copilot,1760146642.0,1760397188.0,1760362619.0,1760373549.0,closed_unmerged,merged,True,10930.0,839037098,mastra-ai/mastra,cross,0,cross
10496,11090,Claude_Code,Copilot,shyim,Copilot,1749730771.0,1754929391.0,1752029242.0,1757570831.0,merged,closed_unmerged,True,2900149.0,131995661,shopware/shopware,cross,2,cross
120,127,OpenAI_Codex,Copilot,jeremyfowers,Copilot,1754224772.0,1754581226.0,1754334567.0,1754342636.0,merged,merged,True,8069.0,984341155,lemonade-sdk/lemonade,cross,0,cross
8579,8637,Copilot,OpenAI_Codex,Copilot,Rello,1755153271.0,1756217644.0,1755917626.0,1755917798.0,merged,closed_unmerged,True,172.0,105010691,nextcloud/desktop,cross,1,cross
2675,2728,Copilot,Cursor,Copilot,callicles,1755726972.0,1758300234.0,1757279788.0,1758754334.0,closed_unmerged,closed_unmerged,True,1020446.0,668493044,514-labs/moosestack,cross,6,cross
32,37,Copilot,OpenAI_Codex,Copilot,bmander,1752341599.0,1752442239.0,1752367054.0,1752378881.0,closed_unmerged,merged,True,11827.0,122162,bmander/graphserver,cross,2,cross
9604,10949,Copilot,OpenAI_Codex,Copilot,apbodrov,1752746166.0,1761353390.0,1759219593.0,1759384299.0,closed_unmerged,closed_unmerged,True,164706.0,128479644,esphome/esphome,cross,0,cross
557,577,Copilot,Cursor,Copilot,overtrue,1758158553.0,1758673427.0,1758624684.0,1758627540.0,merged,merged,True,2856.0,722597620,rustfs/rustfs,cross,0,cross
191,460,Devin,OpenAI_Codex,devin-ai-integration[bot],keugenek,1747078672.0,1759243027.0,1758821217.0,1759242895.0,closed_unmerged,closed_unmerged,True,421678.0,913914262,appdotbuild/agent,cross,5,cross
261,264,Copilot,OpenAI_Codex,Copilot,salbahra,1748892824.0,1749236115.0,1748904574.0,1749053301.0,closed_unmerged,merged,True,148727.0,11863336,OpenSprinkler/OpenSprinkler-App,cross,2,cross
1236,1276,Copilot,Claude_Code,Copilot,Mossaka,1753826720.0,1759720569.0,1756413388.0,1756423463.0,closed_unmerged,merged,True,10075.0,587859813,project-copacetic/copacetic,cross,1,cross
19779,19932,Copilot,Cursor,Copilot,matifali,1757604469.0,1759322774.0,1758697563.0,1758700555.0,closed_unmerged,closed_unmerged,True,2992.0,440752086,coder/coder,cross,3,cross
10496,10500,Cursor,Copilot,ChiragAgg5k,Copilot,1757910718.0,1758548874.0,1757963494.0,1761172871.0,merged,merged,True,585380.0,180190854,appwrite/appwrite,cross,2,cross
6214,6284,OpenAI_Codex,Cursor,steveruizok,steveruizok,1749421752.0,1750847305.0,1750329154.0,1750341080.0,closed_unmerged,merged,True,11926.0,365739812,tldraw/tldraw,cross,0,cross
82409,82513,Cursor,Devin,devjiwonchoi,devin-ai-integration[bot],1754487887.0,1755025552.0,1754824185.0,1755026607.0,merged,closed_unmerged,True,201367.0,70107786,vercel/next.js,cross,0,cross
5417,5459,Devin,Cursor,devin-ai-integration[bot],sedghi,1758240935.0,1759861747.0,1759526477.0,1759758045.0,merged,closed_unmerged,True,231568.0,44164233,OHIF/Viewers,cross,2,cross
4284,4295,Devin,Copilot,devin-ai-integration[bot],Copilot,1760458784.0,1760565529.0,1760479831.0,1760497712.0,merged,closed_unmerged,True,17881.0,256628396,onflow/cadence,cross,11,cross
112,113,OpenAI_Codex,Copilot,ultmaster,Copilot,1755497425.0,1755502286.0,1755497845.0,1755500286.0,closed_unmerged,merged,True,2441.0,895926919,microsoft/poml,cross,0,cross
5458,5459,OpenAI_Codex,Copilot,hmottestad,Copilot,1759083979.0,1759085525.0,1759084402.0,1759085496.0,merged,closed_unmerged,True,1094.0,49670957,eclipse-rdf4j/rdf4j,cross,0,cross
538,541,Copilot,OpenAI_Codex,Copilot,Rello,1755481286.0,1757950796.0,1755696142.0,1755703211.0,closed_unmerged,merged,True,7069.0,213728552,Rello/analytics,cross,4,cross
5638,5868,Cursor,Claude_Code,jdx,jdx,1752499349.0,1754213717.0,1754052605.0,1754167863.0,merged,merged,True,115258.0,586920414,jdx/mise,cross,4,cross
521,526,Copilot,OpenAI_Codex,Copilot,sfmskywalker,1748065899.0,1751617201.0,1748252066.0,1748264472.0,closed_unmerged,merged,True,12406.0,622646426,elsa-workflows/elsa-studio,cross,0,cross
174,176,OpenAI_Codex,Copilot,sledigabel,Copilot,1750775923.0,1756822144.0,1752750458.0,1752754982.0,merged,merged,True,4524.0,355476462,Skyscanner/turbolift,cross,1,cross
761,767,OpenAI_Codex,Copilot,shiosyakeyakini-info,Copilot,1751335237.0,1751780930.0,1751363922.0,1751771628.0,merged,merged,True,407706.0,624615692,shiosyakeyakini-info/miria,cross,1,cross
374,381,OpenAI_Codex,Copilot,luoling8192,Copilot,1759649050.0,1760431269.0,1759678543.0,1759681068.0,closed_unmerged,merged,True,2525.0,929338255,groupultra/telegram-search,cross,5,cross
1545,1548,Copilot,Claude_Code,Copilot,jtsternberg,1754588095.0,1754629012.0,1754623788.0,1754628970.0,closed_unmerged,merged,True,5182.0,23156260,CMB2/CMB2,cross,0,cross
1371,1376,Copilot,OpenAI_Codex,Copilot,smorimoto,1756134250.0,1756363343.0,1756361627.0,1756362123.0,closed_unmerged,merged,True,496.0,233476269,acacode/swagger-typescript-api,cross,0,cross
319,323,OpenAI_Codex,Copilot,ltwlf,Copilot,1754374348.0,1754466258.0,1754466089.0,1754550758.0,closed_unmerged,merged,True,169.0,224980941,ltwlf/json-diff-ts,cross,2,cross
77,230,OpenAI_Codex,Copilot,jjmata,Copilot,1754375445.0,1761314866.0,1761314719.0,1761423809.0,merged,merged,True,147.0,1024661423,we-promise/sure,cross,2,cross
1581,1592,Copilot,Cursor,Copilot,alanlujan91,1753365665.0,1760106344.0,1754703991.0,1760106329.0,merged,merged,True,5402338.0,50448254,econ-ark/HARK,cross,0,cross
3230,3267,Cursor,Copilot,fiftin,Copilot,1756051045.0,1758470825.0,1756843798.0,1758471457.0,closed_unmerged,merged,True,1627027.0,23267883,semaphoreui/semaphore,cross,44,cross
19925,19941,Cursor,Copilot,Eric-Guo,Copilot,1755176386.0,1755585646.0,1755283251.0,1755520318.0,merged,closed_unmerged,True,237067.0,6899875,opf/openproject,cross,0,cross
1167,1248,OpenAI_Codex,Copilot,DTTerastar,Copilot,1749306363.0,1757886255.0,1757343376.0,1757383173.0,closed_unmerged,closed_unmerged,True,39797.0,570557896,ESPresense/ESPresense-companion,cross,0,cross
2568,2572,Copilot,OpenAI_Codex,Copilot,weboko,1755636856.0,1755723034.0,1755638587.0,1755857593.0,closed_unmerged,closed_unmerged,True,84447.0,346526277,waku-org/js-waku,cross,7,cross
236,237,OpenAI_Codex,Copilot,sgb-io,Copilot,1753104881.0,1753112591.0,1753105003.0,1753107433.0,closed_unmerged,merged,True,2430.0,637405156,sgb-io/fta,cross,0,cross
3021,3146,OpenAI_Codex,Cursor,CharlVS,CharlVS,1753890204.0,1761160007.0,1757934867.0,1757944371.0,closed_unmerged,closed_unmerged,True,9504.0,225880766,KomodoPlatform/komodo-wallet,cross,81,cross
1643,1706,OpenAI_Codex,Claude_Code,benfdking,fank,1749734734.0,1751016525.0,1751006660.0,1751169307.0,merged,closed_unmerged,True,9865.0,601303277,quarylabs/sqruff,cross,1,cross
183,184,Copilot,OpenAI_Codex,Copilot,robertherber,1752760420.0,1752763997.0,1752761379.0,1752766001.0,closed_unmerged,merged,True,2618.0,275260119,kingstinct/react-native-healthkit,cross,0,cross
31591,32417,OpenAI_Codex,Claude_Code,AgentEnder,AgentEnder,1749853783.0,1755724769.0,1755643258.0,1755747617.0,closed_unmerged,merged,True,81511.0,100061716,nrwl/nx,cross,1,cross
9349,9440,OpenAI_Codex,Cursor,sfarthin,maxdeichmann,1758805844.0,1760000183.0,1759249101.0,1759844962.0,merged,closed_unmerged,True,595861.0,642497346,langfuse/langfuse,cross,3,cross
32658,33189,Claude_Code,Copilot,spbolton,Copilot,1752580032.0,1760148110.0,1756991379.0,1756993646.0,closed_unmerged,closed_unmerged,True,2267.0,3729629,dotCMS/core,cross,2,cross
61965,62136,Cursor,Copilot,murphyatwork,Copilot,1755230096.0,1756263815.0,1755675131.0,1755679387.0,merged,merged,True,4256.0,402945349,StarRocks/starrocks,cross,1,cross
4915,5128,OpenAI_Codex,Copilot,e5l,Copilot,1749197474.0,1761298344.0,1760694093.0,1760701281.0,merged,closed_unmerged,True,7188.0,40136600,ktorio/ktor,cross,0,cross
19767,20419,OpenAI_Codex,Cursor,Jarred-Sumner,Jarred-Sumner,1747675848.0,1753000834.0,1750042113.0,1750192277.0,closed_unmerged,merged,True,150164.0,357728969,oven-sh/bun,cross,89,cross
616,632,OpenAI_Codex,Copilot,Rello,Copilot,1752396674.0,1752844858.0,1752784501.0,1752844789.0,closed_unmerged,closed_unmerged,True,60288.0,62162299,Rello/audioplayer,cross,0,cross
232,257,Copilot,OpenAI_Codex,Copilot,KMKoushik,1757969385.0,1759087595.0,1758916324.0,1758930108.0,closed_unmerged,merged,True,13784.0,772283421,usesend/useSend,cross,5,cross
157910,160943,Claude_Code,OpenAI_Codex,soumith,ezyang,1752063229.0,1760081696.0,1755578638.0,1758223494.0,closed_unmerged,closed_unmerged,True,2644856.0,65600975,pytorch/pytorch,cross,29,cross
6340,6381,Cursor,OpenAI_Codex,gfendres,katspaugh,1757409720.0,1759414076.0,1758804534.0,1758806590.0,closed_unmerged,closed_unmerged,True,2056.0,481196344,safe-global/safe-wallet-monorepo,cross,16,cross
14731,14738,OpenAI_Codex,Copilot,zanieb,Copilot,1752854611.0,1753091318.0,1752862643.0,1753191165.0,merged,merged,True,228675.0,699532645,astral-sh/uv,cross,0,cross
75,80,Copilot,OpenAI_Codex,Copilot,niieani,1755619644.0,1760051351.0,1760050826.0,1760051338.0,closed_unmerged,merged,True,512.0,617290848,niieani/gpt-tokenizer,cross,1,cross
2094,2098,OpenAI_Codex,Copilot,mikel-brostrom,Copilot,1754327073.0,1754574844.0,1754574738.0,1755821936.0,closed_unmerged,closed_unmerged,True,106.0,275118967,mikel-brostrom/boxmot,cross,0,cross
26248,26478,Copilot,Claude_Code,Copilot,lyzno1,1758817586.0,1760615478.0,1759201708.0,1759206402.0,closed_unmerged,merged,True,4694.0,626805178,langgenius/dify,cross,0,cross
5796,6067,OpenAI_Codex,Cursor,Michaelvll,Michaelvll,1748487361.0,1759975381.0,1750720748.0,1750720756.0,closed_unmerged,merged,True,8.0,395140743,skypilot-org/skypilot,cross,0,cross
4001,4009,OpenAI_Codex,Copilot,ScriptedAlchemy,Copilot,1755152397.0,1757040604.0,1755597547.0,1757040579.0,closed_unmerged,closed_unmerged,True,1443032.0,306976345,module-federation/core,cross,8,cross
414,416,OpenAI_Codex,Copilot,jinek,Copilot,1756345049.0,1756409057.0,1756394867.0,1756413770.0,merged,merged,True,14190.0,424594639,jinek/Consolonia,cross,0,cross
55,67,Cursor,Copilot,R44VC0RP,Copilot,1755185403.0,1759929845.0,1756119859.0,1758201841.0,closed_unmerged,closed_unmerged,True,2081982.0,989702246,inboundemail/inbound,cross,5,cross
67609,67712,Devin,Copilot,devin-ai-integration[bot],Copilot,1760118075.0,1760477262.0,1760372653.0,1760541351.0,closed_unmerged,closed_unmerged,True,104609.0,283046497,airbytehq/airbyte,cross,31,cross
7923,7940,Cursor,Copilot,ericokuma,Copilot,1757524973.0,1758665658.0,1757631447.0,1757631502.0,closed_unmerged,closed_unmerged,True,55.0,436466520,rilldata/rill,cross,2,cross
47,48,OpenAI_Codex,Copilot,ElectNewt,Copilot,1751319304.0,1751614520.0,1751319477.0,1751614483.0,closed_unmerged,closed_unmerged,True,295006.0,440332807,ElectNewt/Distribt,cross,1,cross
3308,3339,Claude_Code,Devin,dsilbergleithcu-godaddy,devin-ai-integration[bot],1755040120.0,1755693786.0,1755525514.0,1756313833.0,merged,closed_unmerged,True,168272.0,710601088,crewAIInc/crewAI,cross,15,cross
3132,4313,Devin,OpenAI_Codex,devin-ai-integration[bot],mldangelo,1739909505.0,1751251225.0,1749061011.0,1749073016.0,closed_unmerged,merged,True,12005.0,633927609,promptfoo/promptfoo,cross,128,cross
406,407,Devin,OpenAI_Codex,devin-ai-integration[bot],Shamples,1748411091.0,1748618225.0,1748460531.0,1754244321.0,merged,closed_unmerged,True,157694.0,689765175,different-ai/note-companion,cross,0,cross
875,876,Devin,Cursor,devin-ai-integration[bot],daniellockyer,1754526079.0,1754601000.0,1754559184.0,1754569810.0,merged,merged,True,10626.0,941289933,antiwork/helper,cross,0,cross
156,161,Devin,Cursor,devin-ai-integration[bot],benjaminshafii,1749606033.0,1750349367.0,1749657858.0,1749672987.0,closed_unmerged,merged,True,15129.0,883825890,different-ai/zero-finance,cross,6,cross
3329,3869,Devin,Claude_Code,devin-ai-integration[bot],pffigueiredo,1744730856.0,1756858748.0,1756307081.0,1756317037.0,closed_unmerged,merged,True,9956.0,352436122,neondatabase/website,cross,0,cross
3496,3722,Claude_Code,Devin,MH4GF,devin-ai-integration[bot],1758022914.0,1760080983.0,1759969048.0,1759981528.0,merged,merged,True,12480.0,839216423,liam-hq/liam,cross,297,cross
4743,4829,Devin,Cursor,devin-ai-integration[bot],tomiir,1753947727.0,1759150930.0,1755158665.0,1755159113.0,closed_unmerged,closed_unmerged,True,448.0,127246132,reown-com/appkit,cross,1,cross
394,584,Devin,OpenAI_Codex,devin-ai-integration[bot],LuisRevillaM,1750453277.0,1753718322.0,1752780518.0,1752835778.0,closed_unmerged,closed_unmerged,True,55260.0,955904085,antiwork/flexile,cross,0,cross
1742,1743,Cursor,Devin,nickscamara,devin-ai-integration[bot],1751392288.0,1751408822.0,1751393029.0,1751398913.0,merged,closed_unmerged,True,5884.0,787076358,firecrawl/firecrawl,cross,6,cross
901,902,OpenAI_Codex,Devin,nicarq,devin-ai-integration[bot],1747556381.0,1748983197.0,1747556591.0,1747557650.0,merged,merged,True,1059.0,685141528,dcSpark/shinkai-local-ai-agents,cross,0,cross
1067,1177,Devin,Cursor,devin-ai-integration[bot],riderx,1742018539.0,1758267956.0,1754233876.0,1754234064.0,closed_unmerged,merged,True,188.0,442321089,Cap-go/capgo,cross,1,cross
895,941,Devin,Cursor,devin-ai-integration[bot],binary-koan,1755581800.0,1755893795.0,1755641443.0,1755641652.0,merged,closed_unmerged,True,209.0,959682770,antiwork/gumroad,cross,0,cross
516,600,Devin,OpenAI_Codex,devin-ai-integration[bot],ianmacartney,1743040078.0,1753418746.0,1748209908.0,1748211491.0,closed_unmerged,merged,True,1583.0,591435512,get-convex/convex-helpers,cross,0,cross
208,354,Devin,OpenAI_Codex,devin-ai-integration[bot],steebchen,1748258349.0,1751760244.0,1750037049.0,1750095424.0,merged,merged,True,58375.0,965250949,theopenco/llmgateway,cross,0,cross
52,59,OpenAI_Codex,Cursor,ryokun6,ryokun6,1747666433.0,1747862907.0,1747701402.0,1747862908.0,closed_unmerged,closed_unmerged,True,161505.0,923332984,ryokun6/ryos,cross,8,cross
6082,6085,Devin,Cursor,devin-ai-integration[bot],mattinannt,1750799836.0,1750935868.0,1750837294.0,1750920660.0,closed_unmerged,merged,True,83366.0,500289888,formbricks/formbricks,cross,0,cross
1131,1140,Devin,Cursor,devin-ai-integration[bot],areibman,1751824936.0,1752605933.0,1752021630.0,1752021654.0,closed_unmerged,closed_unmerged,True,24.0,679017521,AgentOps-AI/agentops,cross,17,cross
1706,1774,OpenAI_Codex,Devin,jxnl,devin-ai-integration[bot],1752433408.0,1755116296.0,1755104396.0,1755877760.0,closed_unmerged,closed_unmerged,True,11900.0,653589102,567-labs/instructor,cross,36,cross
8581,8605,Devin,Cursor,devin-ai-integration[bot],scopsy,1750782934.0,1751727814.0,1751176280.0,1751194615.0,closed_unmerged,closed_unmerged,True,18335.0,400215964,novuhq/novu,cross,11,cross
2522,2525,Devin,Cursor,devin-ai-integration[bot],CTNicholas,1752231111.0,1752242859.0,1752241758.0,1752242854.0,closed_unmerged,closed_unmerged,True,1096.0,370740787,liveblocks/liveblocks,cross,2,cross
5565,5581,Claude_Code,Cursor,wtfsayo,wtfsayo,1752424873.0,1752563047.0,1752475870.0,1752475889.0,merged,merged,True,19.0,826170402,elizaOS/eliza,cross,1,cross
694,798,OpenAI_Codex,Claude_Code,yfge,sunner,1754732766.0,1758454724.0,1758331053.0,1758350735.0,closed_unmerged,merged,True,19682.0,832552991,ai-shifu/ai-shifu,cross,9,cross
7555,7771,Devin,OpenAI_Codex,devin-ai-integration[bot],peterargue,1751054530.0,1757815818.0,1756182609.0,1756242284.0,closed_unmerged,merged,True,59675.0,297778512,onflow/flow-go,cross,8,cross
78,88,Devin,Claude_Code,devin-ai-integration[bot],Mocha-s,1753370967.0,1756050575.0,1755958158.0,1758050783.0,closed_unmerged,closed_unmerged,True,92417.0,899407931,firecrawl/firecrawl-mcp-server,cross,0,cross
335,336,OpenAI_Codex,Claude_Code,steipete,steipete,1752349476.0,1753838017.0,1752350476.0,1752354815.0,closed_unmerged,merged,True,4339.0,1002552148,amantus-ai/vibetunnel,cross,4,cross
1416,1514,Devin,Cursor,devin-ai-integration[bot],RockChinQ,1747157839.0,1750081171.0,1749455019.0,1749455399.0,closed_unmerged,closed_unmerged,True,380.0,575321313,langbot-app/LangBot,cross,1,cross
283,373,Devin,Cursor,devin-ai-integration[bot],sam-goodwin,1749170364.0,1749769415.0,1749765838.0,1749765867.0,closed_unmerged,merged,True,29.0,917974798,alchemy-run/alchemy,cross,15,cross
70,75,Devin,OpenAI_Codex,devin-ai-integration[bot],ivanleomk,1748483440.0,1749393392.0,1748588375.0,1748611301.0,closed_unmerged,closed_unmerged,True,22926.0,912106066,567-labs/kura,cross,1,cross
981,987,OpenAI_Codex,Devin,suin,devin-ai-integration[bot],1747473990.0,1747996262.0,1747564580.0,1748000574.0,closed_unmerged,merged,True,431682.0,228538361,yytypescript/book,cross,0,cross
1505,1537,Devin,OpenAI_Codex,devin-ai-integration[bot],marcklingen,1746827116.0,1747578668.0,1747561717.0,1747567300.0,closed_unmerged,merged,True,5583.0,643978507,langfuse/langfuse-docs,cross,1,cross
336,558,OpenAI_Codex,Cursor,lawrencecchen,lawrencecchen,1758167854.0,1759970327.0,1759881804.0,1760146795.0,closed_unmerged,closed_unmerged,True,88523.0,1026429198,manaflow-ai/cmux,cross,8,cross
763,826,OpenAI_Codex,Devin,robbie-portia,devin-ai-integration[bot],1757079008.0,1761210297.0,1760174504.0,1760889234.0,closed_unmerged,closed_unmerged,True,714730.0,902291246,portiaAI/portia-sdk-python,cross,4,cross
315,317,Devin,OpenAI_Codex,devin-ai-integration[bot],leerob,1747525227.0,1748702830.0,1747841112.0,1747841200.0,closed_unmerged,closed_unmerged,True,88.0,103436741,vercel/hyper-site,cross,1,cross
8572,8626,Cursor,Devin,0xRobin,devin-ai-integration[bot],1753859033.0,1756100608.0,1755010265.0,1755024765.0,closed_unmerged,merged,True,14500.0,237392204,duneanalytics/spellbook,cross,1,cross
2165,2332,OpenAI_Codex,Claude_Code,zfogg,akrbc9,1755322310.0,1756334714.0,1756252343.0,1756316270.0,closed_unmerged,closed_unmerged,True,63927.0,843988367,Metta-AI/metta,cross,189,cross
42,134,Claude_Code,Cursor,rgthelen,mhamann,1754502078.0,1758124132.0,1757445677.0,1757447986.0,closed_unmerged,merged,True,2309.0,1017038703,llama-farm/llamafarm,cross,0,cross
190,194,Cursor,Claude_Code,chelojimenez,chelojimenez,1751871064.0,1751876586.0,1751874543.0,1751876621.0,closed_unmerged,closed_unmerged,True,2043.0,989134268,MCPJam/inspector,cross,3,cross
1474,1759,OpenAI_Codex,Claude_Code,dlwh,rjpower,1753233433.0,1760130287.0,1760127683.0,1760131129.0,closed_unmerged,merged,True,2604.0,775839592,marin-community/marin,cross,0,cross
2458,2460,Cursor,Claude_Code,aaronvg,hellovai,1757871576.0,1758059905.0,1757916974.0,1757918212.0,closed_unmerged,merged,True,1238.0,701494311,BoundaryML/baml,cross,0,cross
425,426,OpenAI_Codex,Claude_Code,djwhitt,djwhitt,1749250866.0,1749859484.0,1749499793.0,1749501354.0,merged,merged,True,1561.0,480614136,ar-io/ar-io-node,cross,0,cross
18210,18270,Claude_Code,Cursor,georgewrmarshall,georgewrmarshall,1754941834.0,1755019207.0,1755016980.0,1755104777.0,merged,merged,True,2227.0,141427485,MetaMask/metamask-mobile,cross,2,cross
514,716,Claude_Code,OpenAI_Codex,schickling,schickling,1753436913.0,1760684647.0,1759480535.0,1759483076.0,closed_unmerged,merged,True,2541.0,694709543,livestorejs/livestore,cross,13,cross
13752,14258,Claude_Code,Cursor,mminichino,hsheth2,1749675617.0,1756288524.0,1753834598.0,1753891399.0,merged,closed_unmerged,True,56801.0,46398090,datahub-project/datahub,cross,5,cross
95327,98632,Cursor,Claude_Code,armenzg,bukzor,1752236859.0,1760965440.0,1756838005.0,1756922856.0,closed_unmerged,merged,True,84851.0,873328,getsentry/sentry,cross,0,cross
2297,2298,Cursor,Claude_Code,Dimillian,Dimillian,1755356160.0,1755427956.0,1755427723.0,1755434219.0,closed_unmerged,closed_unmerged,True,233.0,568430347,Dimillian/IceCubesApp,cross,0,cross
15079,15089,Claude_Code,OpenAI_Codex,buddhika75,buddhika75,1755914369.0,1756004920.0,1755950466.0,1755950480.0,merged,merged,True,14.0,21764480,hmislk/hmis,cross,4,cross
1008,1159,Cursor,OpenAI_Codex,karakanb,turtleDev,1754575868.0,1760960860.0,1759244094.0,1759244305.0,closed_unmerged,closed_unmerged,True,211.0,674225653,bruin-data/bruin,cross,94,cross
5287,5289,OpenAI_Codex,Claude_Code,max-sixty,max-sixty,1747442899.0,1747445826.0,1747445444.0,1747446569.0,merged,merged,True,382.0,449091292,PRQL/prql,cross,1,cross
35665,35706,Claude_Code,Cursor,georgewrmarshall,georgewrmarshall,1757013134.0,1757100930.0,1757087325.0,1758069281.0,merged,merged,True,13605.0,42009758,MetaMask/metamask-extension,cross,0,cross
111,119,OpenAI_Codex,Claude_Code,dkundel-openai,stefanoamorelli,1750116026.0,1750196595.0,1750193377.0,1750193442.0,merged,closed_unmerged,True,65.0,993521808,openai/openai-agents-js,cross,0,cross
25,35,OpenAI_Codex,Cursor,rajansagarwal,ishaan1013,1753076047.0,1753410332.0,1753393747.0,1753393754.0,closed_unmerged,merged,True,7.0,1018698329,ishaan1013/shadow,cross,3,cross
77,134,OpenAI_Codex,Cursor,mfat,mfat,1756009181.0,1756548295.0,1756499131.0,1756548177.0,closed_unmerged,closed_unmerged,True,49046.0,1029240529,mfat/sshpilot,cross,6,cross
96,158,OpenAI_Codex,Cursor,georgi,georgi,1748531263.0,1757966115.0,1752408551.0,1752414398.0,closed_unmerged,merged,True,5847.0,777230015,nodetool-ai/nodetool,cross,7,cross
1184,1185,Cursor,OpenAI_Codex,transphorm,transphorm,1759366659.0,1759452705.0,1759378474.0,1760037871.0,closed_unmerged,merged,True,74231.0,669466632,selfxyz/self,cross,7,cross
414,418,Cursor,OpenAI_Codex,softmarshmallow,softmarshmallow,1754903250.0,1757325625.0,1756371928.0,1756372540.0,closed_unmerged,merged,True,612.0,338529997,gridaco/grida,cross,1,cross
6237,6246,Cursor,OpenAI_Codex,alorbach,UGerhards,1759821147.0,1761117112.0,1760341111.0,1760543609.0,merged,merged,True,202498.0,10458362,rsyslog/rsyslog,cross,500,cross
163,359,Cursor,OpenAI_Codex,willccbb,willccbb,1753657872.0,1758587822.0,1758521170.0,1758521196.0,closed_unmerged,merged,True,26.0,920603619,PrimeIntellect-ai/verifiers,cross,5,cross
2166,2885,OpenAI_Codex,Cursor,Copyxyzinc,mertunsall,1751159343.0,1757163677.0,1756637804.0,1756637881.0,closed_unmerged,merged,True,77.0,881458615,browser-use/browser-use,cross,69,cross
