prA,prB,agentA,agentB,userA,userB,startA,endA,startB,endB,stateA,stateB,cross,overlap_seconds,repo_id,repo,stratum,draw_index,sample,pair_key
21940,22309,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1752251522.0,1753961514.0,closed_unmerged,merged,True,1709992.0,391740664,open-metadata/OpenMetadata,cross,3,s2_cross,open-metadata/OpenMetadata#21940#22309
21940,22393,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1752666178.0,1754883386.0,closed_unmerged,merged,True,2217208.0,391740664,open-metadata/OpenMetadata,cross,6,s2_cross,open-metadata/OpenMetadata#21940#22393
21940,22956,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1755496553.0,1755585882.0,closed_unmerged,merged,True,89329.0,391740664,open-metadata/OpenMetadata,cross,13,s2_cross,open-metadata/OpenMetadata#21940#22956
21940,22982,Cursor,Copilot,ShaileshParmar11,Copilot,1750834134.0,1758004777.0,1755586426.0,1755672695.0,closed_unmerged,closed_unmerged,True,86269.0,391740664,open-metadata/OpenMetadata,cross,15,s2_cross,open-metadata/OpenMetadata#21940#22982
5232,5542,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759191815.0,1759197565.0,closed_unmerged,closed_unmerged,True,5750.0,633262635,onyx-dot-app/onyx,cross,2,s2_cross,onyx-dot-app/onyx#5232#5542
5232,5548,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759205636.0,1759205751.0,closed_unmerged,closed_unmerged,True,115.0,633262635,onyx-dot-app/onyx,cross,5,s2_cross,onyx-dot-app/onyx#5232#5548
5232,5549,Cursor,Copilot,wenxi-onyx,Copilot,1755749528.0,1759870189.0,1759206303.0,1759455301.0,closed_unmerged,closed_unmerged,True,248998.0,633262635,onyx-dot-app/onyx,cross,6,s2_cross,onyx-dot-app/onyx#5232#5549
5233,5355,Cursor,OpenAI_Codex,wenxi-onyx,wenxi-onyx,1755749624.0,1759870200.0,1757304831.0,1759870276.0,closed_unmerged,closed_unmerged,True,2565369.0,633262635,onyx-dot-app/onyx,cross,7,s2_cross,onyx-dot-app/onyx#5233#5355
5356,5546,Cursor,Copilot,wenxi-onyx,Copilot,1757304948.0,1759870257.0,1759202417.0,1759202449.0,closed_unmerged,closed_unmerged,True,32.0,633262635,onyx-dot-app/onyx,cross,23,s2_cross,onyx-dot-app/onyx#5356#5546
10729,10823,Claude_Code,Cursor,robobun,anthonyshew,1754267524.0,1759270457.0,1756853239.0,1756905901.0,merged,merged,True,52662.0,413918947,vercel/turborepo,cross,0,s2_cross,vercel/turborepo#10729#10823
10729,10857,Claude_Code,Cursor,robobun,anthonyshew,1754267524.0,1759270457.0,1757992406.0,1758574637.0,merged,merged,True,582231.0,413918947,vercel/turborepo,cross,1,s2_cross,vercel/turborepo#10729#10857
1001,1154,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1753104383.0,1753174752.0,merged,merged,True,70369.0,159556794,go-vikunja/vikunja,cross,0,s2_cross,go-vikunja/vikunja#1001#1154
1001,1177,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1753448850.0,1753694128.0,merged,closed_unmerged,True,245278.0,159556794,go-vikunja/vikunja,cross,1,s2_cross,go-vikunja/vikunja#1001#1177
1001,1227,OpenAI_Codex,Copilot,kolaente,Copilot,1750756048.0,1755009230.0,1754247128.0,1754253375.0,merged,merged,True,6247.0,159556794,go-vikunja/vikunja,cross,2,s2_cross,go-vikunja/vikunja#1001#1227
1177,1178,Copilot,OpenAI_Codex,Copilot,kolaente,1753448850.0,1753694128.0,1753460040.0,1753786841.0,closed_unmerged,merged,True,234088.0,159556794,go-vikunja/vikunja,cross,3,s2_cross,go-vikunja/vikunja#1177#1178
1379,1385,Copilot,OpenAI_Codex,Copilot,kolaente,1756814631.0,1756821838.0,1756819642.0,1756820957.0,merged,merged,True,1315.0,159556794,go-vikunja/vikunja,cross,6,s2_cross,go-vikunja/vikunja#1379#1385
433,434,Copilot,Cursor,Copilot,swingerman,1758881651.0,1759476073.0,1759089702.0,1760303722.0,merged,merged,True,386371.0,294037465,swingerman/ha-dual-smart-thermostat,cross,0,s2_cross,swingerman/ha-dual-smart-thermostat#433#434
434,437,Cursor,Claude_Code,swingerman,swingerman,1759089702.0,1760303722.0,1759853438.0,1759853684.0,merged,merged,True,246.0,294037465,swingerman/ha-dual-smart-thermostat,cross,1,s2_cross,swingerman/ha-dual-smart-thermostat#434#437
434,445,Cursor,Copilot,swingerman,Copilot,1759089702.0,1760303722.0,1760297293.0,1760299534.0,merged,merged,True,2241.0,294037465,swingerman/ha-dual-smart-thermostat,cross,2,s2_cross,swingerman/ha-dual-smart-thermostat#434#445
1777,1778,Claude_Code,Copilot,delano,Copilot,1759607091.0,1759727633.0,1759607190.0,1759728457.0,merged,merged,True,120443.0,7913195,onetimesecret/onetimesecret,cross,0,s2_cross,onetimesecret/onetimesecret#1777#1778
3933,3943,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758837301.0,1758843817.0,merged,merged,True,6516.0,32973467,codenameone/CodenameOne,cross,0,s2_cross,codenameone/CodenameOne#3933#3943
3933,3944,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758844004.0,1758933149.0,merged,closed_unmerged,True,65255.0,32973467,codenameone/CodenameOne,cross,1,s2_cross,codenameone/CodenameOne#3933#3944
3933,3946,OpenAI_Codex,Copilot,shai-almog,Copilot,1756571248.0,1758909259.0,1758853111.0,1758935887.0,merged,merged,True,56148.0,32973467,codenameone/CodenameOne,cross,3,s2_cross,codenameone/CodenameOne#3933#3946
3944,3948,Copilot,OpenAI_Codex,Copilot,shai-almog,1758844004.0,1758933149.0,1758862583.0,1758863031.0,closed_unmerged,merged,True,448.0,32973467,codenameone/CodenameOne,cross,4,s2_cross,codenameone/CodenameOne#3944#3948
3946,3948,Copilot,OpenAI_Codex,Copilot,shai-almog,1758853111.0,1758935887.0,1758862583.0,1758863031.0,merged,merged,True,448.0,32973467,codenameone/CodenameOne,cross,6,s2_cross,codenameone/CodenameOne#3946#3948
2124,2130,OpenAI_Codex,Devin,Yonom,devin-ai-integration[bot],1750208027.0,1755564235.0,1750266128.0,1751034262.0,closed_unmerged,closed_unmerged,True,768134.0,722184017,assistant-ui/assistant-ui,cross,1,s2_cross,assistant-ui/assistant-ui#2124#2130
2124,2142,OpenAI_Codex,Devin,Yonom,devin-ai-integration[bot],1750208027.0,1755564235.0,1750728336.0,1751466464.0,closed_unmerged,closed_unmerged,True,738128.0,722184017,assistant-ui/assistant-ui,cross,2,s2_cross,assistant-ui/assistant-ui#2124#2142
2125,2127,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750209244.0,1751466464.0,1750250297.0,1750252769.0,closed_unmerged,merged,True,2472.0,722184017,assistant-ui/assistant-ui,cross,4,s2_cross,assistant-ui/assistant-ui#2125#2127
2125,2131,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750209244.0,1751466464.0,1750318548.0,1751297094.0,closed_unmerged,closed_unmerged,True,978546.0,722184017,assistant-ui/assistant-ui,cross,5,s2_cross,assistant-ui/assistant-ui#2125#2131
2130,2131,Devin,OpenAI_Codex,devin-ai-integration[bot],AVGVSTVS96,1750266128.0,1751034262.0,1750318548.0,1751297094.0,closed_unmerged,closed_unmerged,True,715714.0,722184017,assistant-ui/assistant-ui,cross,6,s2_cross,assistant-ui/assistant-ui#2130#2131
2142,2143,Copilot,Devin,Copilot,devin-ai-integration[bot],1751122150.0,1751246477.0,1751142450.0,1751246477.0,closed_unmerged,closed_unmerged,True,104027.0,392768635,faros-ai/airbyte-connectors,cross,0,s2_cross,faros-ai/airbyte-connectors#2142#2143
2213,2221,Devin,Copilot,devin-ai-integration[bot],Copilot,1754069670.0,1754838465.0,1754492461.0,1754494519.0,closed_unmerged,closed_unmerged,True,2058.0,392768635,faros-ai/airbyte-connectors,cross,1,s2_cross,faros-ai/airbyte-connectors#2213#2221
2246,2252,Devin,Claude_Code,devin-ai-integration[bot],dbruno21,1756228839.0,1757088465.0,1756735600.0,1756908740.0,closed_unmerged,merged,True,173140.0,392768635,faros-ai/airbyte-connectors,cross,2,s2_cross,faros-ai/airbyte-connectors#2246#2252
3582,3585,Copilot,OpenAI_Codex,Copilot,ReneWerner87,1752572617.0,1758713472.0,1752577068.0,1752577359.0,closed_unmerged,merged,True,291.0,234231371,gofiber/fiber,cross,8,s2_cross,gofiber/fiber#3582#3585
3582,3704,Copilot,OpenAI_Codex,Copilot,ReneWerner87,1752572617.0,1758713472.0,1755901986.0,1755902554.0,closed_unmerged,merged,True,568.0,234231371,gofiber/fiber,cross,30,s2_cross,gofiber/fiber#3582#3704
3608,3614,Copilot,OpenAI_Codex,Copilot,ReneWerner87,1753025317.0,1753629177.0,1753104252.0,1753105090.0,merged,merged,True,838.0,234231371,gofiber/fiber,cross,46,s2_cross,gofiber/fiber#3608#3614
3608,3617,Copilot,OpenAI_Codex,Copilot,ReneWerner87,1753025317.0,1753629177.0,1753305574.0,1753447383.0,merged,merged,True,141809.0,234231371,gofiber/fiber,cross,47,s2_cross,gofiber/fiber#3608#3617
3651,3668,OpenAI_Codex,Copilot,ReneWerner87,Copilot,1754057782.0,1755186897.0,1754635332.0,1754908311.0,closed_unmerged,closed_unmerged,True,272979.0,234231371,gofiber/fiber,cross,54,s2_cross,gofiber/fiber#3651#3668
1850,2152,Devin,OpenAI_Codex,devin-ai-integration[bot],Kitenite,1747373646.0,1750887728.0,1749668673.0,1749669523.0,closed_unmerged,merged,True,850.0,820087727,onlook-dev/onlook,cross,43,s2_cross,onlook-dev/onlook#1850#2152
2034,2088,Devin,OpenAI_Codex,devin-ai-integration[bot],Kitenite,1749054906.0,1749250491.0,1749237305.0,1749237628.0,closed_unmerged,merged,True,323.0,820087727,onlook-dev/onlook,cross,62,s2_cross,onlook-dev/onlook#2034#2088
2091,2093,OpenAI_Codex,Devin,Kitenite,devin-ai-integration[bot],1749249416.0,1749253474.0,1749251963.0,1749252808.0,merged,merged,True,845.0,820087727,onlook-dev/onlook,cross,78,s2_cross,onlook-dev/onlook#2091#2093
2335,2341,Cursor,OpenAI_Codex,Kitenite,Kitenite,1751483493.0,1751593990.0,1751519888.0,1751523885.0,closed_unmerged,merged,True,3997.0,820087727,onlook-dev/onlook,cross,90,s2_cross,onlook-dev/onlook#2335#2341
2623,2642,Devin,Cursor,devin-ai-integration[bot],Kitenite,1754458960.0,1754676089.0,1754610592.0,1755025085.0,closed_unmerged,closed_unmerged,True,65497.0,820087727,onlook-dev/onlook,cross,102,s2_cross,onlook-dev/onlook#2623#2642
8736,8779,Cursor,Copilot,abhiaiyer91,Copilot,1760146642.0,1760397188.0,1760362619.0,1760373549.0,closed_unmerged,merged,True,10930.0,839037098,mastra-ai/mastra,cross,0,s2_cross,mastra-ai/mastra#8736#8779
10496,11072,Claude_Code,Copilot,shyim,Copilot,1749730771.0,1754929391.0,1751969433.0,1752482523.0,merged,closed_unmerged,True,513090.0,131995661,shopware/shopware,cross,0,s2_cross,shopware/shopware#10496#11072
10496,11089,Claude_Code,Copilot,shyim,Copilot,1749730771.0,1754929391.0,1752029083.0,1752030678.0,merged,closed_unmerged,True,1595.0,131995661,shopware/shopware,cross,1,s2_cross,shopware/shopware#10496#11089
10496,11090,Claude_Code,Copilot,shyim,Copilot,1749730771.0,1754929391.0,1752029242.0,1757570831.0,merged,closed_unmerged,True,2900149.0,131995661,shopware/shopware,cross,2,s2_cross,shopware/shopware#10496#11090
10496,11395,Claude_Code,Copilot,shyim,Copilot,1749730771.0,1754929391.0,1753172030.0,1753263482.0,merged,merged,True,91452.0,131995661,shopware/shopware,cross,3,s2_cross,shopware/shopware#10496#11395
120,127,OpenAI_Codex,Copilot,jeremyfowers,Copilot,1754224772.0,1754581226.0,1754334567.0,1754342636.0,merged,merged,True,8069.0,984341155,lemonade-sdk/lemonade,cross,0,s2_cross,lemonade-sdk/lemonade#120#127
121,127,OpenAI_Codex,Copilot,jeremyfowers,Copilot,1754226974.0,1758815843.0,1754334567.0,1754342636.0,closed_unmerged,merged,True,8069.0,984341155,lemonade-sdk/lemonade,cross,1,s2_cross,lemonade-sdk/lemonade#121#127
8579,8637,Copilot,OpenAI_Codex,Copilot,Rello,1755153271.0,1756217644.0,1755917626.0,1755917798.0,merged,closed_unmerged,True,172.0,105010691,nextcloud/desktop,cross,1,s2_cross,nextcloud/desktop#8579#8637
8708,8779,Copilot,OpenAI_Codex,Copilot,Rello,1757083600.0,1759211700.0,1758517394.0,1758517406.0,closed_unmerged,merged,True,12.0,105010691,nextcloud/desktop,cross,4,s2_cross,nextcloud/desktop#8708#8779
8708,8787,Copilot,OpenAI_Codex,Copilot,Rello,1757083600.0,1759211700.0,1758548033.0,1758548078.0,closed_unmerged,merged,True,45.0,105010691,nextcloud/desktop,cross,6,s2_cross,nextcloud/desktop#8708#8787
8708,8800,Copilot,OpenAI_Codex,Copilot,Rello,1757083600.0,1759211700.0,1758770156.0,1758770165.0,closed_unmerged,merged,True,9.0,105010691,nextcloud/desktop,cross,8,s2_cross,nextcloud/desktop#8708#8800
8708,8808,Copilot,OpenAI_Codex,Copilot,Rello,1757083600.0,1759211700.0,1759053875.0,1759053886.0,closed_unmerged,merged,True,11.0,105010691,nextcloud/desktop,cross,10,s2_cross,nextcloud/desktop#8708#8808
2652,2674,Cursor,Copilot,callicles,Copilot,1755539989.0,1755726493.0,1755720597.0,1757537568.0,closed_unmerged,merged,True,5896.0,668493044,514-labs/moosestack,cross,0,s2_cross,514-labs/moosestack#2652#2674
2654,2674,Cursor,Copilot,callicles,Copilot,1755544154.0,1755726482.0,1755720597.0,1757537568.0,closed_unmerged,merged,True,5885.0,668493044,514-labs/moosestack,cross,1,s2_cross,514-labs/moosestack#2654#2674
2674,2715,Copilot,Cursor,Copilot,jmsuzuki,1755720597.0,1757537568.0,1757031005.0,1757054665.0,merged,merged,True,23660.0,668493044,514-labs/moosestack,cross,3,s2_cross,514-labs/moosestack#2674#2715
2675,2745,Copilot,Cursor,Copilot,callicles,1755726972.0,1758300234.0,1757540592.0,1757608154.0,closed_unmerged,merged,True,67562.0,668493044,514-labs/moosestack,cross,7,s2_cross,514-labs/moosestack#2675#2745
2675,2767,Copilot,Cursor,Copilot,callicles,1755726972.0,1758300234.0,1758124794.0,1758905589.0,closed_unmerged,merged,True,175440.0,668493044,514-labs/moosestack,cross,9,s2_cross,514-labs/moosestack#2675#2767
32,34,Copilot,OpenAI_Codex,Copilot,bmander,1752341599.0,1752442239.0,1752351046.0,1752351217.0,closed_unmerged,merged,True,171.0,122162,bmander/graphserver,cross,0,s2_cross,bmander/graphserver#32#34
32,35,Copilot,OpenAI_Codex,Copilot,bmander,1752341599.0,1752442239.0,1752351328.0,1752352058.0,closed_unmerged,merged,True,730.0,122162,bmander/graphserver,cross,1,s2_cross,bmander/graphserver#32#35
32,37,Copilot,OpenAI_Codex,Copilot,bmander,1752341599.0,1752442239.0,1752367054.0,1752378881.0,closed_unmerged,merged,True,11827.0,122162,bmander/graphserver,cross,2,s2_cross,bmander/graphserver#32#37
37,38,OpenAI_Codex,Copilot,bmander,Copilot,1752367054.0,1752378881.0,1752367207.0,1752442217.0,merged,closed_unmerged,True,11674.0,122162,bmander/graphserver,cross,3,s2_cross,bmander/graphserver#37#38
984,1021,Copilot,Claude_Code,Copilot,MervinPraison,1752745075.0,1753318554.0,1752907802.0,1752914751.0,closed_unmerged,merged,True,6949.0,774497032,MervinPraison/PraisonAI,cross,0,s2_cross,MervinPraison/PraisonAI#984#1021
9604,10949,Copilot,OpenAI_Codex,Copilot,apbodrov,1752746166.0,1761353390.0,1759219593.0,1759384299.0,closed_unmerged,closed_unmerged,True,164706.0,128479644,esphome/esphome,cross,0,s2_cross,esphome/esphome#9604#10949
557,577,Copilot,Cursor,Copilot,overtrue,1758158553.0,1758673427.0,1758624684.0,1758627540.0,merged,merged,True,2856.0,722597620,rustfs/rustfs,cross,0,s2_cross,rustfs/rustfs#557#577
281,446,Devin,OpenAI_Codex,devin-ai-integration[bot],keugenek,1749462830.0,1759243043.0,1758573601.0,1759242885.0,closed_unmerged,closed_unmerged,True,669284.0,913914262,appdotbuild/agent,cross,8,s2_cross,appdotbuild/agent#281#446
281,459,Devin,Copilot,devin-ai-integration[bot],Copilot,1749462830.0,1759243043.0,1758809877.0,1758824083.0,closed_unmerged,closed_unmerged,True,14206.0,913914262,appdotbuild/agent,cross,12,s2_cross,appdotbuild/agent#281#459
292,459,Devin,Copilot,devin-ai-integration[bot],Copilot,1750179013.0,1759242976.0,1758809877.0,1758824083.0,closed_unmerged,closed_unmerged,True,14206.0,913914262,appdotbuild/agent,cross,20,s2_cross,appdotbuild/agent#292#459
293,460,Devin,OpenAI_Codex,devin-ai-integration[bot],keugenek,1750179207.0,1759242959.0,1758821217.0,1759242895.0,closed_unmerged,closed_unmerged,True,421678.0,913914262,appdotbuild/agent,cross,29,s2_cross,appdotbuild/agent#293#460
299,456,Devin,OpenAI_Codex,devin-ai-integration[bot],keugenek,1750253985.0,1759242926.0,1758800452.0,1758800505.0,closed_unmerged,merged,True,53.0,913914262,appdotbuild/agent,cross,42,s2_cross,appdotbuild/agent#299#456
250,251,Copilot,OpenAI_Codex,Copilot,salbahra,1748614163.0,1748624329.0,1748614627.0,1748624253.0,closed_unmerged,merged,True,9626.0,11863336,OpenSprinkler/OpenSprinkler-App,cross,0,s2_cross,OpenSprinkler/OpenSprinkler-App#250#251
261,262,Copilot,OpenAI_Codex,Copilot,salbahra,1748892824.0,1749236115.0,1748894256.0,1749236123.0,closed_unmerged,closed_unmerged,True,341859.0,11863336,OpenSprinkler/OpenSprinkler-App,cross,1,s2_cross,OpenSprinkler/OpenSprinkler-App#261#262
261,264,Copilot,OpenAI_Codex,Copilot,salbahra,1748892824.0,1749236115.0,1748904574.0,1749053301.0,closed_unmerged,merged,True,148727.0,11863336,OpenSprinkler/OpenSprinkler-App,cross,2,s2_cross,OpenSprinkler/OpenSprinkler-App#261#264
262,263,OpenAI_Codex,Copilot,salbahra,Copilot,1748894256.0,1749236123.0,1748904125.0,1749053318.0,closed_unmerged,closed_unmerged,True,149193.0,11863336,OpenSprinkler/OpenSprinkler-App,cross,3,s2_cross,OpenSprinkler/OpenSprinkler-App#262#263
263,264,Copilot,OpenAI_Codex,Copilot,salbahra,1748904125.0,1749053318.0,1748904574.0,1749053301.0,closed_unmerged,merged,True,148727.0,11863336,OpenSprinkler/OpenSprinkler-App,cross,4,s2_cross,OpenSprinkler/OpenSprinkler-App#263#264
1207,1276,Copilot,Claude_Code,Copilot,Mossaka,1752616840.0,1760488706.0,1756413388.0,1756423463.0,merged,merged,True,10075.0,587859813,project-copacetic/copacetic,cross,0,s2_cross,project-copacetic/copacetic#1207#1276
1236,1276,Copilot,Claude_Code,Copilot,Mossaka,1753826720.0,1759720569.0,1756413388.0,1756423463.0,closed_unmerged,merged,True,10075.0,587859813,project-copacetic/copacetic,cross,1,s2_cross,project-copacetic/copacetic#1236#1276
1247,1276,Copilot,Claude_Code,Copilot,Mossaka,1754588638.0,1759463150.0,1756413388.0,1756423463.0,merged,merged,True,10075.0,587859813,project-copacetic/copacetic,cross,2,s2_cross,project-copacetic/copacetic#1247#1276
18587,18634,Devin,OpenAI_Codex,devin-ai-integration[bot],kylecarbs,1750874788.0,1751644228.0,1751028341.0,1751028350.0,closed_unmerged,closed_unmerged,True,9.0,440752086,coder/coder,cross,0,s2_cross,coder/coder#18587#18634
18587,18697,Devin,Claude_Code,devin-ai-integration[bot],gcp-cherry-pick-bot[bot],1750874788.0,1751644228.0,1751390318.0,1751393731.0,closed_unmerged,merged,True,3413.0,440752086,coder/coder,cross,1,s2_cross,coder/coder#18587#18697
19779,19876,Copilot,Devin,Copilot,devin-ai-integration[bot],1757604469.0,1759322774.0,1758206946.0,1758208392.0,closed_unmerged,closed_unmerged,True,1446.0,440752086,coder/coder,cross,2,s2_cross,coder/coder#19779#19876
19779,19932,Copilot,Cursor,Copilot,matifali,1757604469.0,1759322774.0,1758697563.0,1758700555.0,closed_unmerged,closed_unmerged,True,2992.0,440752086,coder/coder,cross,3,s2_cross,coder/coder#19779#19932
20164,20167,Copilot,Claude_Code,Copilot,david-fraley,1759499424.0,1759754359.0,1759507754.0,1760486837.0,closed_unmerged,closed_unmerged,True,246605.0,440752086,coder/coder,cross,4,s2_cross,coder/coder#20164#20167
10306,10383,Cursor,Copilot,abnegate,Copilot,1755000731.0,1756806141.0,1756238495.0,1756261375.0,closed_unmerged,merged,True,22880.0,180190854,appwrite/appwrite,cross,0,s2_cross,appwrite/appwrite#10306#10383
10496,10499,Cursor,Copilot,ChiragAgg5k,Copilot,1757910718.0,1758548874.0,1757962970.0,1757963503.0,merged,closed_unmerged,True,533.0,180190854,appwrite/appwrite,cross,1,s2_cross,appwrite/appwrite#10496#10499
10496,10500,Cursor,Copilot,ChiragAgg5k,Copilot,1757910718.0,1758548874.0,1757963494.0,1761172871.0,merged,merged,True,585380.0,180190854,appwrite/appwrite,cross,2,s2_cross,appwrite/appwrite#10496#10500
10500,10605,Copilot,Claude_Code,Copilot,ChiragAgg5k,1757963494.0,1761172871.0,1759741555.0,1759742557.0,merged,closed_unmerged,True,1002.0,180190854,appwrite/appwrite,cross,3,s2_cross,appwrite/appwrite#10500#10605
6214,6284,OpenAI_Codex,Cursor,steveruizok,steveruizok,1749421752.0,1750847305.0,1750329154.0,1750341080.0,closed_unmerged,merged,True,11926.0,365739812,tldraw/tldraw,cross,0,s2_cross,tldraw/tldraw#6214#6284
6361,6364,Cursor,OpenAI_Codex,TodePond,TodePond,1751376108.0,1752072226.0,1751378172.0,1752072214.0,closed_unmerged,closed_unmerged,True,694042.0,365739812,tldraw/tldraw,cross,1,s2_cross,tldraw/tldraw#6361#6364
6364,6366,OpenAI_Codex,Cursor,TodePond,TodePond,1751378172.0,1752072214.0,1751379472.0,1752072173.0,closed_unmerged,closed_unmerged,True,692701.0,365739812,tldraw/tldraw,cross,2,s2_cross,tldraw/tldraw#6364#6366
6537,6545,Claude_Code,Cursor,steveruizok,SomeHats,1754232840.0,1755179893.0,1754390944.0,1754911480.0,closed_unmerged,merged,True,520536.0,365739812,tldraw/tldraw,cross,3,s2_cross,tldraw/tldraw#6537#6545
82409,82513,Cursor,Devin,devjiwonchoi,devin-ai-integration[bot],1754487887.0,1755025552.0,1754824185.0,1755026607.0,merged,closed_unmerged,True,201367.0,70107786,vercel/next.js,cross,0,s2_cross,vercel/next.js#82409#82513
82409,82514,Cursor,Devin,devjiwonchoi,devin-ai-integration[bot],1754487887.0,1755025552.0,1754824557.0,1755026636.0,merged,closed_unmerged,True,200995.0,70107786,vercel/next.js,cross,1,s2_cross,vercel/next.js#82409#82514
5417,5457,Devin,Cursor,devin-ai-integration[bot],sedghi,1758240935.0,1759861747.0,1759507512.0,1759508885.0,merged,merged,True,1373.0,44164233,OHIF/Viewers,cross,0,s2_cross,OHIF/Viewers#5417#5457
5417,5458,Devin,Cursor,devin-ai-integration[bot],sedghi,1758240935.0,1759861747.0,1759523112.0,1759523486.0,merged,merged,True,374.0,44164233,OHIF/Viewers,cross,1,s2_cross,OHIF/Viewers#5417#5458
5417,5459,Devin,Cursor,devin-ai-integration[bot],sedghi,1758240935.0,1759861747.0,1759526477.0,1759758045.0,merged,closed_unmerged,True,231568.0,44164233,OHIF/Viewers,cross,2,s2_cross,OHIF/Viewers#5417#5459
5417,5462,Devin,Cursor,devin-ai-integration[bot],sedghi,1758240935.0,1759861747.0,1759756033.0,1759757996.0,merged,merged,True,1963.0,44164233,OHIF/Viewers,cross,3,s2_cross,OHIF/Viewers#5417#5462
4283,4292,Devin,Copilot,devin-ai-integration[bot],Copilot,1760458661.0,1760559109.0,1760479782.0,1760497421.0,merged,closed_unmerged,True,17639.0,256628396,onflow/cadence,cross,1,s2_cross,onflow/cadence#4283#4292
4283,4298,Devin,Copilot,devin-ai-integration[bot],Copilot,1760458661.0,1760559109.0,1760552561.0,1760559315.0,merged,merged,True,6548.0,256628396,onflow/cadence,cross,6,s2_cross,onflow/cadence#4283#4298
4284,4291,Devin,Copilot,devin-ai-integration[bot],Copilot,1760458784.0,1760565529.0,1760479769.0,1760497091.0,merged,closed_unmerged,True,17322.0,256628396,onflow/cadence,cross,7,s2_cross,onflow/cadence#4284#4291
4284,4292,Devin,Copilot,devin-ai-integration[bot],Copilot,1760458784.0,1760565529.0,1760479782.0,1760497421.0,merged,closed_unmerged,True,17639.0,256628396,onflow/cadence,cross,8,s2_cross,onflow/cadence#4284#4292
4284,4293,Devin,Copilot,devin-ai-integration[bot],Copilot,1760458784.0,1760565529.0,1760479799.0,1760497257.0,merged,closed_unmerged,True,17458.0,256628396,onflow/cadence,cross,9,s2_cross,onflow/cadence#4284#4293
97,114,OpenAI_Codex,Copilot,JeanMeijer,Copilot,1755478667.0,1756028724.0,1755683685.0,1755684827.0,merged,closed_unmerged,True,1142.0,889274685,usemarble/marble,cross,0,s2_cross,usemarble/marble#97#114
97,117,OpenAI_Codex,Copilot,JeanMeijer,Copilot,1755478667.0,1756028724.0,1755715467.0,1755716071.0,merged,merged,True,604.0,889274685,usemarble/marble,cross,1,s2_cross,usemarble/marble#97#117
112,113,OpenAI_Codex,Copilot,ultmaster,Copilot,1755497425.0,1755502286.0,1755497845.0,1755500286.0,closed_unmerged,merged,True,2441.0,895926919,microsoft/poml,cross,0,s2_cross,microsoft/poml#112#113
5458,5459,OpenAI_Codex,Copilot,hmottestad,Copilot,1759083979.0,1759085525.0,1759084402.0,1759085496.0,merged,closed_unmerged,True,1094.0,49670957,eclipse-rdf4j/rdf4j,cross,0,s2_cross,eclipse-rdf4j/rdf4j#5458#5459
5458,5461,OpenAI_Codex,Copilot,hmottestad,Copilot,1759083979.0,1759085525.0,1759085171.0,1759134611.0,merged,closed_unmerged,True,354.0,49670957,eclipse-rdf4j/rdf4j,cross,1,s2_cross,eclipse-rdf4j/rdf4j#5458#5461
519,520,Copilot,OpenAI_Codex,Copilot,Rello,1752655446.0,1752868765.0,1752781570.0,1752783875.0,closed_unmerged,merged,True,2305.0,213728552,Rello/analytics,cross,2,s2_cross,Rello/analytics#519#520
538,539,Copilot,OpenAI_Codex,Copilot,Rello,1755481286.0,1757950796.0,1755686873.0,1757770183.0,closed_unmerged,closed_unmerged,True,2083310.0,213728552,Rello/analytics,cross,3,s2_cross,Rello/analytics#538#539
538,541,Copilot,OpenAI_Codex,Copilot,Rello,1755481286.0,1757950796.0,1755696142.0,1755703211.0,closed_unmerged,merged,True,7069.0,213728552,Rello/analytics,cross,4,s2_cross,Rello/analytics#538#541
538,546,Copilot,OpenAI_Codex,Copilot,Rello,1755481286.0,1757950796.0,1757782492.0,1757782521.0,closed_unmerged,merged,True,29.0,213728552,Rello/analytics,cross,8,s2_cross,Rello/analytics#538#546
538,547,Copilot,OpenAI_Codex,Copilot,Rello,1755481286.0,1757950796.0,1757783346.0,1757783596.0,closed_unmerged,merged,True,250.0,213728552,Rello/analytics,cross,9,s2_cross,Rello/analytics#538#547
5591,5617,Cursor,Copilot,jdx,Copilot,1752320709.0,1753032606.0,1752450067.0,1752452470.0,merged,closed_unmerged,True,2403.0,586920414,jdx/mise,cross,0,s2_cross,jdx/mise#5591#5617
5638,5868,Cursor,Claude_Code,jdx,jdx,1752499349.0,1754213717.0,1754052605.0,1754167863.0,merged,merged,True,115258.0,586920414,jdx/mise,cross,4,s2_cross,jdx/mise#5638#5868
